id,deskripsi
153,"Terjadi peristiwa:
- Menurut media beritajatim.com, pada 14 Nov 2022, Cuaca Ekstrem, Pengunjung Air Terjun Dlundung dan Wisata Air Panas Padusan Mojokerto Menurun
- Menurut media TVRI News, pada 07 Nov 2022, Suhu Udara di Kota Palu Tertinggi Ke-3 di Indonesia
- Menurut media Bisnis.com, pada 02 Nov 2022, Pengaruh Cuaca Ekstrim, Produksi Batu Bara Tahun Ini Terkoreksi?
- Menurut media Tirto.id, pada 18 Nov 2022, Alam Kian Rempak, 1 dari 4 Warga Dunia Berisiko Kena Banjir
- Menurut media RRI.co.id, pada 17 Nov 2022, Awan Cumulonimbus, Fenomena Alam Pertanda Cuaca Ekstrim
- Menurut media beritajatim.com, pada 10 Dec 2022, Tutup Giling, PG Krebet Baru Malang Lampaui Target Produksi
- Menurut media RRI.co.id, pada 30 Nov 2022, Puluhan Peserta Ikuti Lomba Senam Perwosi 2022
- Menurut media PANTURA7.com, pada 16 Nov 2022, Harga Pasir Lumajang Bakal Dinaikkan, begini Alasannya"
154,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2022)
- New Year's Day (01-01-2023)

Terjadi peristiwa:
- Menurut media Antara News jatim, pada 30 Dec 2022, Pasar Ikan Pabean jelang tahun baru
- Menurut media detikcom, pada 23 Dec 2022, Cuaca Ekstrem-Jelang Nataru 2023, Harga Telur dan Cabai Merangkak Naik
- Menurut media TIMES Indonesia, pada 23 Dec 2022, Waspada! Hujan Ekstrem Mengancam Kabupaten Pacitan
- Menurut media CNBC Indonesia, pada 30 Dec 2022, Awas! Ini Deretan Bencana Akibat Cuaca Ekstrem Sepanjang 2022
- Menurut media CNN Indonesia, pada 27 Dec 2022, BMKG Buka Suara soal Potensi Badai Dahsyat Jabodetabek Besok
- Menurut media Lingkar.co, pada 29 Dec 2022, Nekat Melaut Saat Cuaca Ekstrim, Tiga Nelayan Gempolsewu Kendal Tersapu Ombak
- Menurut media Kompas.com, pada 29 Dec 2022, Wana Wisata Gunung Puntang Bandung, Harga Tiket, Fasilitas, hingga Daya Tarik
- Menurut media detikcom, pada 26 Dec 2022, Sebagian Wahana di WBL Ditutup Imbas Cuaca Buruk
- Menurut media AyoJakarta.com, pada 23 Dec 2022, Jelang Libur Nataru, BMKG Ingatkan Pemudik Untuk Waspadai Cuaca Ekstrim dan Bencana Alam
- Menurut media Jatim Network, pada 25 Dec 2022, Pengurus PC IPNU dan IPPNU Kabupaten Probolinggo Dilantik, Diingatkan Soal Amanah dan Tanggung Jawab"
155,Tidak ditemukan peristiwa dalam periode tersebut.
156,Tidak ditemukan peristiwa dalam periode tersebut.
157,"Berdekatan dengan hari besar:
- Lunar New Year (01-02-2022)"
158,"Berdekatan dengan hari besar:
- Lunar New Year (01-02-2022)"
159,"Berdekatan dengan hari besar:
- Lunar New Year (01-02-2022)

Terjadi peristiwa:
- Menurut media TIMES Indonesia, pada 05 Feb 2022, Cuaca Ekstrim Bikin Nelayan di Paiton Probolinggo Enggan Melaut"
160,"Terjadi peristiwa:
- Menurut media Liputan6.com, pada 11 Feb 2022, Gelombang Tinggi Melanda Pelabuhan Merak, Waspada Ada Bibit Siklon Tropis"
161,Tidak ditemukan peristiwa dalam periode tersebut.
162,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (28-02-2022)

Terjadi peristiwa:
- Menurut media Kompas.tv, pada 21 Feb 2022, Video Amatir Rekam Hujan Es yang Terjang Dua Kecamatan di Magetan"
163,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (28-02-2022)
- Day of Silence (03-03-2022)

Terjadi peristiwa:
- Menurut media beritajatim.com, pada 04 Mar 2022, Kelangkaan Minyak Goreng Bukan Jadi Komoditas Utama Pendorong Inflasi"
164,"Berdekatan dengan hari besar:
- Day of Silence (03-03-2022)"
165,"Terjadi peristiwa:
- Menurut media ANTARA News, pada 14 Mar 2022, PLN tambah tegangan pada SUTT 150 kV di wilayah Surabaya"
166,Tidak ditemukan peristiwa dalam periode tersebut.
167,"Terjadi peristiwa:
- Menurut media Kompas.tv, pada 21 Mar 2022, Diserang Hama Hasil Panen Padi Anjlok
- Menurut media Suara Surabaya, pada 23 Mar 2022, Hari Meteorologi Sedunia, Ingatkan Peran BMKG Sebagai Pemandu Informasi Cuaca
- Menurut media Karosatuklik.com, pada 23 Mar 2022, Cuaca Dingin dan Ekstrem, Rutan Kabanjahe Berikan Termos Bagi Warga Binaan"
168,Tidak ditemukan peristiwa dalam periode tersebut.
169,Tidak ditemukan peristiwa dalam periode tersebut.
170,"Berdekatan dengan hari besar:
- Good Friday (15-04-2022)

Terjadi peristiwa:
- Menurut media Bappeda Provinsi Jawa Timur, pada 08 Apr 2022, Bappeda Provinsi Jawa Timur – Wujudkan Upaya Ketahanan Pangan, Gubernur Khofifah Panen Raya Dua Jenis Padi Varietas Unggul di Kabupaten Malang
- Menurut media Mongabay.co.id, pada 07 Apr 2022, Nasib Nelayan Indonesia ditengah Jepitan Krisis Iklim dan Industri Ekstraktif"
171,"Berdekatan dengan hari besar:
- International Labor Day (01-05-2022)
- Eid al-Fitr (02-05-2022)
- Eid al-Fitr Second Day (03-05-2022)"
172,"Berdekatan dengan hari besar:
- International Labor Day (01-05-2022)
- Eid al-Fitr (02-05-2022)
- Eid al-Fitr Second Day (03-05-2022)"
173,"Berdekatan dengan hari besar:
- Pancasila Day (01-06-2022)"
174,"Berdekatan dengan hari besar:
- Pancasila Day (01-06-2022)"
175,"Berdekatan dengan hari besar:
- Pancasila Day (01-06-2022)"
176,"Berdekatan dengan hari besar:
- Eid al-Adha (10-07-2022)"
177,"Berdekatan dengan hari besar:
- Eid al-Adha (10-07-2022)"
178,"Berdekatan dengan hari besar:
- Islamic New Year (30-07-2022)

Terjadi peristiwa:
- Menurut media RRI.co.id, pada 21 Jul 2022, Siang Hingga Sore, Lambar-Way Kanan-Tanggamus Berpotensi Alami Cuaca Ekstrim"
179,"Berdekatan dengan hari besar:
- Islamic New Year (30-07-2022)

Terjadi peristiwa:
- Menurut media RRI.co.id, pada 26 Jul 2022, Cuaca Ekstrim Ancam Sebagian Wilayah Lampung"
180,"Berdekatan dengan hari besar:
- Islamic New Year (30-07-2022)"
181,"Berdekatan dengan hari besar:
- Islamic New Year (30-07-2022)
- Independence Day (17-08-2022)

Terjadi peristiwa:
- Menurut media detikNews, pada 09 Aug 2022, Perubahan Iklim Nyata, Sentra Bawang di Brebes Terdampak"
182,"Berdekatan dengan hari besar:
- Independence Day (17-08-2022)"
183,"Berdekatan dengan hari besar:
- Independence Day (17-08-2022)"
184,"Berdekatan dengan hari besar:
- Independence Day (17-08-2022)"
185,"Berdekatan dengan hari besar:
- Independence Day (17-08-2022)"
186,Tidak ditemukan peristiwa dalam periode tersebut.
187,Tidak ditemukan peristiwa dalam periode tersebut.
188,Tidak ditemukan peristiwa dalam periode tersebut.
189,Tidak ditemukan peristiwa dalam periode tersebut.
190,"Terjadi peristiwa:
- Menurut media Kompas.id, pada 16 Sep 2022, Mitigasi Perubahan Iklim Turut Mencegah Peningkatan Kemiskinan
- Menurut media Sukabumi Update, pada 20 Sep 2022, Di Sukabumi Paling Bahaya, Daftar Jalur Ilegal Pendakian Gunung Gede Pangrango"
191,Tidak ditemukan peristiwa dalam periode tersebut.
192,"Berdekatan dengan hari besar:
- Prophet's Birthday (08-10-2022)

Terjadi peristiwa:
- Menurut media Kompas.tv, pada 08 Oct 2022, Peringatan Dini BMKG, Beberapa Wilayah Alami Cuaca Ekstrem Hari Ini
- Menurut media beritajatim.com, pada 13 Oct 2022, Dua Hari Terakhir, Angin Kencang Porak-porandakan Rumah di Bojonegoro
- Menurut media Nusa Daily, pada 22 Oct 2022, Cuaca Ekstrem yang Melanda Pegunungan Jateng dan Jatim, Ternyata Ini Penyebabnya
- Menurut media Kompas.com, pada 20 Oct 2022, Waspada Cuaca Ekstrem, Catat, Ini Nomor Call Center BPBD Karawang
- Menurut media Liputan6.com, pada 20 Oct 2022, Uji Mental Pengusaha Krupuk di Banyuwangi Saat Cuaca Ekstrem Tiba
- Menurut media beritajatim.com, pada 09 Oct 2022, BMKG Peringatkan Waspada Cuaca Ekstrem Seminggu ke Depan pada 9-15 Oktober 2022
- Menurut media Tempo.co, pada 16 Oct 2022, Pengumpan Ambulans AMMDes Tingkatkan Kesehatan Masyarakat Desa"
193,Tidak ditemukan peristiwa dalam periode tersebut.
194,Tidak ditemukan peristiwa dalam periode tersebut.
195,Tidak ditemukan peristiwa dalam periode tersebut.
196,"Terjadi peristiwa:
- Menurut media RRI.co.id, pada 30 Nov 2022, Puluhan Peserta Ikuti Lomba Senam Perwosi 2022"
197,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2022)
- New Year's Day (01-01-2023)

Terjadi peristiwa:
- Menurut media Antara News jatim, pada 30 Dec 2022, Pasar Ikan Pabean jelang tahun baru
- Menurut media detikcom, pada 23 Dec 2022, Cuaca Ekstrem-Jelang Nataru 2023, Harga Telur dan Cabai Merangkak Naik
- Menurut media TIMES Indonesia, pada 23 Dec 2022, Waspada! Hujan Ekstrem Mengancam Kabupaten Pacitan
- Menurut media CNBC Indonesia, pada 30 Dec 2022, Awas! Ini Deretan Bencana Akibat Cuaca Ekstrem Sepanjang 2022
- Menurut media CNN Indonesia, pada 27 Dec 2022, BMKG Buka Suara soal Potensi Badai Dahsyat Jabodetabek Besok
- Menurut media Lingkar.co, pada 29 Dec 2022, Nekat Melaut Saat Cuaca Ekstrim, Tiga Nelayan Gempolsewu Kendal Tersapu Ombak
- Menurut media Kompas.com, pada 29 Dec 2022, Wana Wisata Gunung Puntang Bandung, Harga Tiket, Fasilitas, hingga Daya Tarik
- Menurut media detikcom, pada 26 Dec 2022, Sebagian Wahana di WBL Ditutup Imbas Cuaca Buruk
- Menurut media AyoJakarta.com, pada 23 Dec 2022, Jelang Libur Nataru, BMKG Ingatkan Pemudik Untuk Waspadai Cuaca Ekstrim dan Bencana Alam
- Menurut media Jatim Network, pada 25 Dec 2022, Pengurus PC IPNU dan IPPNU Kabupaten Probolinggo Dilantik, Diingatkan Soal Amanah dan Tanggung Jawab"
198,"Berdekatan dengan hari besar:
- New Year's Day (01-01-2022)"
199,"Berdekatan dengan hari besar:
- New Year's Day (01-01-2022)"
200,"Berdekatan dengan hari besar:
- Lunar New Year (01-02-2022)"
201,"Berdekatan dengan hari besar:
- Lunar New Year (01-02-2022)"
202,"Berdekatan dengan hari besar:
- Lunar New Year (01-02-2022)"
203,Tidak ditemukan peristiwa dalam periode tersebut.
204,Tidak ditemukan peristiwa dalam periode tersebut.
205,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (28-02-2022)"
206,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (28-02-2022)
- Day of Silence (03-03-2022)"
207,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (28-02-2022)
- Day of Silence (03-03-2022)"
208,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (28-02-2022)
- Day of Silence (03-03-2022)

Terjadi peristiwa:
- Menurut media Javasatu.com, pada 11 Mar 2022, BMKG Ingatkan Warga Tuban Selalu Waspada Cuaca Ekstrim"
209,"Berdekatan dengan hari besar:
- Good Friday (15-04-2022)

Terjadi peristiwa:
- Menurut media Bappeda Provinsi Jawa Timur, pada 08 Apr 2022, Bappeda Provinsi Jawa Timur – Wujudkan Upaya Ketahanan Pangan, Gubernur Khofifah Panen Raya Dua Jenis Padi Varietas Unggul di Kabupaten Malang
- Menurut media Kompas.tv, pada 21 Mar 2022, Diserang Hama Hasil Panen Padi Anjlok
- Menurut media Suara Surabaya, pada 23 Mar 2022, Hari Meteorologi Sedunia, Ingatkan Peran BMKG Sebagai Pemandu Informasi Cuaca
- Menurut media Mongabay.co.id, pada 07 Apr 2022, Nasib Nelayan Indonesia ditengah Jepitan Krisis Iklim dan Industri Ekstraktif
- Menurut media Karosatuklik.com, pada 23 Mar 2022, Cuaca Dingin dan Ekstrem, Rutan Kabanjahe Berikan Termos Bagi Warga Binaan
- Menurut media ANTARA News, pada 14 Mar 2022, PLN tambah tegangan pada SUTT 150 kV di wilayah Surabaya"
210,"Berdekatan dengan hari besar:
- Good Friday (15-04-2022)"
211,"Berdekatan dengan hari besar:
- Good Friday (15-04-2022)"
212,"Berdekatan dengan hari besar:
- Good Friday (15-04-2022)"
213,"Berdekatan dengan hari besar:
- Good Friday (15-04-2022)"
214,"Berdekatan dengan hari besar:
- International Labor Day (01-05-2022)
- Eid al-Fitr (02-05-2022)
- Eid al-Fitr Second Day (03-05-2022)"
215,"Berdekatan dengan hari besar:
- International Labor Day (01-05-2022)
- Eid al-Fitr (02-05-2022)
- Eid al-Fitr Second Day (03-05-2022)"
216,"Berdekatan dengan hari besar:
- International Labor Day (01-05-2022)
- Eid al-Fitr (02-05-2022)
- Eid al-Fitr Second Day (03-05-2022)"
217,"Berdekatan dengan hari besar:
- Eid al-Fitr (02-05-2022)
- Eid al-Fitr Second Day (03-05-2022)
- Vesak Day (16-05-2022)"
218,"Berdekatan dengan hari besar:
- Vesak Day (16-05-2022)"
219,"Berdekatan dengan hari besar:
- Vesak Day (16-05-2022)
- Ascension Day (26-05-2022)"
220,"Berdekatan dengan hari besar:
- Vesak Day (16-05-2022)
- Ascension Day (26-05-2022)"
221,"Berdekatan dengan hari besar:
- Ascension Day (26-05-2022)
- Pancasila Day (01-06-2022)

Terjadi peristiwa:
- Menurut media Tribrata News, pada 30 May 2022, Melebihi HET, Petugas Temukan Penjual Minyak Goreng Curah Di Sidoarjo
- Menurut media Kompas.com, pada 29 May 2022, Cuaca Ekstrem di Gunung Lawu, Jumlah Pendaki Lewat Jalur Cemoro Kandang Menurun"
222,"Berdekatan dengan hari besar:
- Eid al-Adha (10-07-2022)

Terjadi peristiwa:
- Menurut media RRI.co.id, pada 22 Jul 2022, BMKG Cilacap Warning Cuaca Ekstrem pada 22-23 Juli 2022: Potensi Hujan Lebat dengan Petir"
223,"Berdekatan dengan hari besar:
- Islamic New Year (30-07-2022)

Terjadi peristiwa:
- Menurut media RRI.co.id, pada 26 Jul 2022, Cuaca Ekstrim Ancam Sebagian Wilayah Lampung"
224,"Berdekatan dengan hari besar:
- Islamic New Year (30-07-2022)"
225,"Berdekatan dengan hari besar:
- Independence Day (17-08-2022)

Terjadi peristiwa:
- Menurut media detikNews, pada 09 Aug 2022, Perubahan Iklim Nyata, Sentra Bawang di Brebes Terdampak"
226,"Berdekatan dengan hari besar:
- Independence Day (17-08-2022)"
227,"Berdekatan dengan hari besar:
- Independence Day (17-08-2022)"
228,"Berdekatan dengan hari besar:
- Independence Day (17-08-2022)

Terjadi peristiwa:
- Menurut media voaindonesia.com, pada 23 Aug 2022, Bencana Tak Kenal Musim Wujud Nyata Dampak Perubahan Iklim"
229,Tidak ditemukan peristiwa dalam periode tersebut.
230,Tidak ditemukan peristiwa dalam periode tersebut.
231,"Terjadi peristiwa:
- Menurut media JTV Bojonegoro, pada 09 Sep 2022, Manfaatkan Limbah Pasir Silika, Panen Udang Vaname di Tuban Melimpah"
232,"Terjadi peristiwa:
- Menurut media Kompas.id, pada 16 Sep 2022, Mitigasi Perubahan Iklim Turut Mencegah Peningkatan Kemiskinan"
233,"Terjadi peristiwa:
- Menurut media Sukabumi Update, pada 20 Sep 2022, Di Sukabumi Paling Bahaya, Daftar Jalur Ilegal Pendakian Gunung Gede Pangrango"
234,"Berdekatan dengan hari besar:
- Prophet's Birthday (08-10-2022)

Terjadi peristiwa:
- Menurut media Kompas.tv, pada 08 Oct 2022, Peringatan Dini BMKG, Beberapa Wilayah Alami Cuaca Ekstrem Hari Ini
- Menurut media beritajatim.com, pada 13 Oct 2022, Dua Hari Terakhir, Angin Kencang Porak-porandakan Rumah di Bojonegoro
- Menurut media Kompas.com, pada 20 Oct 2022, Waspada Cuaca Ekstrem, Catat, Ini Nomor Call Center BPBD Karawang
- Menurut media Liputan6.com, pada 20 Oct 2022, Uji Mental Pengusaha Krupuk di Banyuwangi Saat Cuaca Ekstrem Tiba
- Menurut media beritajatim.com, pada 09 Oct 2022, BMKG Peringatkan Waspada Cuaca Ekstrem Seminggu ke Depan pada 9-15 Oktober 2022
- Menurut media Tempo.co, pada 16 Oct 2022, Pengumpan Ambulans AMMDes Tingkatkan Kesehatan Masyarakat Desa"
235,"Terjadi peristiwa:
- Menurut media InfoPublik, pada 30 Oct 2022, Hingga 30 Oktober 2022, Cuaca Ekstrem di Jatim Masih Berpotensi Terjadi
- Menurut media Nusa Daily, pada 22 Oct 2022, Cuaca Ekstrem yang Melanda Pegunungan Jateng dan Jatim, Ternyata Ini Penyebabnya
- Menurut media TVRI News, pada 07 Nov 2022, Suhu Udara di Kota Palu Tertinggi Ke-3 di Indonesia
- Menurut media Bisnis.com, pada 02 Nov 2022, Pengaruh Cuaca Ekstrim, Produksi Batu Bara Tahun Ini Terkoreksi?
- Menurut media beritajatim.com, pada 10 Dec 2022, Tutup Giling, PG Krebet Baru Malang Lampaui Target Produksi
- Menurut media Tirto.id, pada 18 Nov 2022, Alam Kian Rempak, 1 dari 4 Warga Dunia Berisiko Kena Banjir
- Menurut media RRI.co.id, pada 17 Nov 2022, Awan Cumulonimbus, Fenomena Alam Pertanda Cuaca Ekstrim
- Menurut media RRI.co.id, pada 30 Nov 2022, Puluhan Peserta Ikuti Lomba Senam Perwosi 2022
- Menurut media PANTURA7.com, pada 16 Nov 2022, Harga Pasir Lumajang Bakal Dinaikkan, begini Alasannya"
236,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2022)
- New Year's Day (01-01-2023)

Terjadi peristiwa:
- Menurut media Antara News jatim, pada 30 Dec 2022, Pasar Ikan Pabean jelang tahun baru
- Menurut media detikcom, pada 23 Dec 2022, Cuaca Ekstrem-Jelang Nataru 2023, Harga Telur dan Cabai Merangkak Naik
- Menurut media TIMES Indonesia, pada 23 Dec 2022, Waspada! Hujan Ekstrem Mengancam Kabupaten Pacitan
- Menurut media CNBC Indonesia, pada 30 Dec 2022, Awas! Ini Deretan Bencana Akibat Cuaca Ekstrem Sepanjang 2022
- Menurut media CNN Indonesia, pada 27 Dec 2022, BMKG Buka Suara soal Potensi Badai Dahsyat Jabodetabek Besok
- Menurut media Lingkar.co, pada 29 Dec 2022, Nekat Melaut Saat Cuaca Ekstrim, Tiga Nelayan Gempolsewu Kendal Tersapu Ombak
- Menurut media Kompas.com, pada 29 Dec 2022, Wana Wisata Gunung Puntang Bandung, Harga Tiket, Fasilitas, hingga Daya Tarik
- Menurut media AyoJakarta.com, pada 23 Dec 2022, Jelang Libur Nataru, BMKG Ingatkan Pemudik Untuk Waspadai Cuaca Ekstrim dan Bencana Alam
- Menurut media Jatim Network, pada 25 Dec 2022, Pengurus PC IPNU dan IPPNU Kabupaten Probolinggo Dilantik, Diingatkan Soal Amanah dan Tanggung Jawab"
237,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2022)
- New Year's Day (01-01-2023)

Terjadi peristiwa:
- Menurut media Liputan6.com, pada 06 Jan 2023, Cuaca Ekstrem Bikin Petani Cabai Sulit Panen
- Menurut media TIMES Indonesia, pada 02 Jan 2023, Cuaca Ekstrem, Kapal Penumpang ke Pulau Gili Ketapang Probolinggo Tak Beroperasi
- Menurut media Liputan6.com, pada 08 Jan 2023, Cuaca Ekstrem, Petani Ngeluh Susah Tanam dan Panen Cabai
- Menurut media surabayapagi.com, pada 03 Jan 2023, Mengenal Sosok Plt Kacabdindik Sumenep, Ali Affandi dan Cara Kerjanya
- Menurut media Harian Haluan, pada 06 Jan 2023, Masyarakat Purworejo Harap Waspada, Ini Himbauan BPBD Terkait Perubahan Cuaca Ekstrim"
238,"Berdekatan dengan hari besar:
- Lunar New Year (22-01-2023)

Terjadi peristiwa:
- Menurut media suara indonesia, pada 10 Jan 2023, Meski Cuaca Ekstrim, Nelayan di Sampang Tetap Melaut
- Menurut media Liputan6.com, pada 15 Jan 2023, Harga Pangan Hari Ini 15 Januari 2023, Cabai Masih Mahal
- Menurut media Liputan6.com, pada 11 Jan 2023, Cuaca Besok Rabu 11 Januari 2023: Jakarta Seharian Cerah Berawan"
239,"Berdekatan dengan hari besar:
- Lunar New Year (22-01-2023)

Terjadi peristiwa:
- Menurut media katalogika.com, pada 25 Jan 2023, Tol Akses Pelabuhan Patimban Mulai, Pak Basuki: Target September 2024"
240,"Terjadi peristiwa:
- Menurut media kabarbisnis.com, pada 30 Jan 2023, Minyakita langka, KPPU akan panggil kementerian terkait
- Menurut media SurabayaPost, pada 30 Jan 2023, Luar Biasa!!! Baru Pertamakali Tanding, Atlet FORKI Kota Malang Sabet Belasan Medali di Ajang AKF Open Piala SOEGIJAT BABA CUP
- Menurut media Ayo Cirebon, pada 02 Feb 2023, Petani di Kabupaten Cirebon Akui Harga Jual Gabah Meroket
- Menurut media Jatim Network, pada 06 Feb 2023, Harga terlampau mahal, Penikmat Kepiting Alaska hanya kalangan Jetset seperti Siska Kohl"
241,Tidak ditemukan peristiwa dalam periode tersebut.
242,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (18-02-2023)

Terjadi peristiwa:
- Menurut media detikcom, pada 25 Feb 2023, Antisipasi Cuaca Ekstrem, Basarnas Surabaya Tingkatkan Kewaspadaan
- Menurut media Kompas.com, pada 20 Feb 2023, Terdampak Cuaca Ekstrem, Kapal Tongkang Hilang di Perairan Masalembu Sumenep"
243,"Terjadi peristiwa:
- Menurut media Jawa Pos, pada 06 Mar 2023, Prakiraan Cuaca Surabaya Raya Hari Ini 6 Maret
- Menurut media beritajatim.com, pada 27 Feb 2023, Hasil Panen Padi di Sampang Kurang Maksimal
- Menurut media BACAMALANG.COM -, pada 05 Mar 2023, Panen Ribuan Ton pada Agustus, Petani Cabai di Malang Barat Ungkap Rasa Syukur
- Menurut media Kompas.com, pada 06 Mar 2023, Petani Cabai Ungkap Ada Gagal Panen akibat Cuaca Ekstrem
- Menurut media detikFinance, pada 06 Mar 2023, Tenang Bun, Petani Jamin Stok Cabai buat Bulan Puasa Cukup"
244,"Berdekatan dengan hari besar:
- Day of Silence (22-03-2023)
- Good Friday (07-04-2023)

Terjadi peristiwa:
- Menurut media Liputan6.com, pada 30 Mar 2023, Hidup Petani Apel Malang di Batu Makin Tak Menentu, Terancam Krisis Iklim akibat Pemanasan Global
- Menurut media tvOneNews, pada 14 Mar 2023, Cabe Rawit di Pasar Batu Harganya Semakin Pedas, Bawang Merah Turun Daging Ayam Naik"
245,"Berdekatan dengan hari besar:
- Good Friday (07-04-2023)
- Eid al-Fitr (22-04-2023)
- Eid al-Fitr Second Day (23-04-2023)

Terjadi peristiwa:
- Menurut media Maduraindepth, pada 06 Apr 2023, Stok Garam di Sampang Semakin Menipis, Ini Penyebabnya"
246,"Berdekatan dengan hari besar:
- Eid al-Fitr (22-04-2023)
- Eid al-Fitr Second Day (23-04-2023)"
247,"Berdekatan dengan hari besar:
- Independence Day (17-08-2023)

Terjadi peristiwa:
- Menurut media RRI.co.id, pada 14 Aug 2023, Terdampak Cuaca Ekstrim, Petani Tambak Kendal Banyak yang Rugi"
248,"Berdekatan dengan hari besar:
- Independence Day (17-08-2023)"
249,"Berdekatan dengan hari besar:
- Prophet's Birthday (28-09-2023)

Terjadi peristiwa:
- Menurut media Kompas.tv, pada 30 Sep 2023, Ramalan Cuaca BMKG Hari Ini 30 September, Semarang-Surabaya Cerah, Suhu Udara Capai 35 Derajat
- Menurut media madiunkab.go.id, pada 25 Sep 2023, Dilantik sebagai PJ Bupati Madiun, Tontro Pahlawanto Siap Lanjutkan Roda Pemerintahan
- Menurut media RRI.co.id, pada 31 Aug 2023, Harga Beras di Manokwari naik akibat Cuaca Ekstrim Beberapa Daerah
- Menurut media KONTAN, pada 05 Oct 2023, Suhu Panas Ekstrem Bandung, Capai 34,8 Derajat Celsius
- Menurut media rmolaceh, pada 18 Oct 2023, Musim Panen, Harga Beras Tangse di Pasar Alami Penurunan
- Menurut media Kompasiana.com, pada 11 Sep 2023, El Nino yang Mengancam Petani Gagal Panen
- Menurut media madu.tv, pada 05 Oct 2023, Berkah Cuaca Panas, Pedagang Es Batu Kristal Laris Manis Diserbu Pelanggan
- Menurut media JATIM SATU NEWS, pada 22 Sep 2023, Biopori, Upaya Tingkatkan Bahan Organik Tanah dan Atasi Kekeringan pada Kebun Kopi
- Menurut media RRI.co.id, pada 12 Oct 2023, Jatim Ultah Saatnya Nawa Bhakti Satya Membumi
- Menurut media RRI.co.id, pada 25 Sep 2023, Pj Bupati Pasuruan Tegaskan 5 Pembahasan Penting Prioritas Pembangunan Daerah
- Menurut media kliksumut.com, pada 28 Aug 2023, BMKG Keluarkan Peringatan Cuaca Ekstrim di Sumatera Utara"
250,"Terjadi peristiwa:
- Menurut media pertanian.go.id, pada 30 Oct 2023, Model Teknologi Sebagai Langkah Mitigasi Perubahan Iklim"
251,Tidak ditemukan peristiwa dalam periode tersebut.
252,Tidak ditemukan peristiwa dalam periode tersebut.
253,Tidak ditemukan peristiwa dalam periode tersebut.
254,Tidak ditemukan peristiwa dalam periode tersebut.
255,Tidak ditemukan peristiwa dalam periode tersebut.
256,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2023)"
257,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2023)
- New Year's Day (01-01-2024)

Terjadi peristiwa:
- Menurut media kontan.co.id, pada 25 Dec 2023, BMKG: Cuaca Kondusif untuk Penyeberangan"
258,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2023)
- New Year's Day (01-01-2024)"
259,"Berdekatan dengan hari besar:
- Lunar New Year (22-01-2023)"
260,"Berdekatan dengan hari besar:
- Lunar New Year (22-01-2023)"
261,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (18-02-2023)"
262,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (18-02-2023)"
263,"Terjadi peristiwa:
- Menurut media beritajatim.com, pada 27 Feb 2023, Hasil Panen Padi di Sampang Kurang Maksimal"
264,"Berdekatan dengan hari besar:
- Ascension Day (18-05-2023)"
265,"Berdekatan dengan hari besar:
- Prophet's Birthday (28-09-2023)

Terjadi peristiwa:
- Menurut media Kompas.tv, pada 30 Sep 2023, Ramalan Cuaca BMKG Hari Ini 30 September, Semarang-Surabaya Cerah, Suhu Udara Capai 35 Derajat"
266,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2022)
- New Year's Day (01-01-2023)
- Lunar New Year (22-01-2023)

Terjadi peristiwa:
- Menurut media Liputan6.com, pada 06 Jan 2023, Cuaca Ekstrem Bikin Petani Cabai Sulit Panen
- Menurut media TIMES Indonesia, pada 02 Jan 2023, Cuaca Ekstrem, Kapal Penumpang ke Pulau Gili Ketapang Probolinggo Tak Beroperasi
- Menurut media suara indonesia, pada 10 Jan 2023, Meski Cuaca Ekstrim, Nelayan di Sampang Tetap Melaut
- Menurut media Liputan6.com, pada 08 Jan 2023, Cuaca Ekstrem, Petani Ngeluh Susah Tanam dan Panen Cabai
- Menurut media Liputan6.com, pada 15 Jan 2023, Harga Pangan Hari Ini 15 Januari 2023, Cabai Masih Mahal
- Menurut media Liputan6.com, pada 03 Jan 2023, Arab Saudi Tutup Sekolah Akibat Cuaca Ekstrim
- Menurut media Liputan6.com, pada 11 Jan 2023, Cuaca Besok Rabu 11 Januari 2023: Jakarta Seharian Cerah Berawan
- Menurut media Harian Haluan, pada 06 Jan 2023, Masyarakat Purworejo Harap Waspada, Ini Himbauan BPBD Terkait Perubahan Cuaca Ekstrim"
